"year","name","team","sport","event"
2012,"Katrina Elizabeth ""Katie"" Dawkins","Great Britain","Synchronized Swimming","Synchronized Swimming Women's Team"
2012,"Craig Dawson","Great Britain","Football","Football Men's Football"
2012,"Michael ""Mike"" Dawson","New Zealand","Canoeing","Canoeing Men's Kayak Singles, Slalom"
2012,"Rachel Dawson","United States","Hockey","Hockey Women's Hockey"
2012,"Christine Day","Jamaica","Athletics","Athletics Women's 400 metres"
2012,"Christine Day","Jamaica","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Sharon Day (-Monroe)","United States","Athletics","Athletics Women's Heptathlon"
2012,"Mara Silvina D'Elia","Argentina","Hockey","Hockey Women's Hockey"
2012,"De Jiaojiao","China","Hockey","Hockey Women's Hockey"
2012,"Mateo de Angulo Velasco","Colombia","Swimming","Swimming Men's 400 metres Freestyle"
2012,"Marisa de Aniceto","France","Athletics","Athletics Women's Heptathlon"
2012,"Luana Bartholo de Assis","Brazil","Rowing","Rowing Women's Lightweight Double Sculls"
2012,"Bruno Lins Tenrio de Barros","Brazil","Athletics","Athletics Men's 200 metres"
2012,"Bruno Lins Tenrio de Barros","Brazil","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"Willem Frederik Andries ""Willie"" de Beer","South Africa","Athletics","Athletics Men's 4 x 400 metres Relay"
2012,"Merel Manon de Blaey","Netherlands","Hockey","Hockey Women's Hockey"
2012,"Myke Michel Ribeiro de Carvalho","Brazil","Boxing","Boxing Men's Welterweight"
2012,"Csar Augusto Aquino de Castro","Brazil","Diving","Diving Men's Springboard"
2012,"Luciano de Cecco","Argentina","Volleyball","Volleyball Men's Volleyball"
2012,"Csar Ernesto de Cesare Grassi","Ecuador","Canoeing","Canoeing Men's Kayak Singles, 200 metres"
2012,"Nando de Colo","France","Basketball","Basketball Men's Basketball"
2012,"Simon De Cuyper","Belgium","Triathlon","Triathlon Men's Olympic Distance"
2012,"Leonardo Gomes de Deus","Brazil","Swimming","Swimming Men's 200 metres Backstroke"
2012,"Leonardo Gomes de Deus","Brazil","Swimming","Swimming Men's 200 metres Butterfly"
2012,"Harumy Mariko de Freitas","Brazil","Gymnastics","Gymnastics Women's Team All-Around"
2012,"Harumy Mariko de Freitas","Brazil","Gymnastics","Gymnastics Women's Balance Beam"
2012,"David de Gea Quintana","Spain","Football","Football Men's Football"
2012,"Monica De Gennaro","Italy","Volleyball","Volleyball Women's Volleyball"
2012,"Eva Roma Maria de Goede","Netherlands","Hockey","Hockey Women's Hockey"
2012,"Stephanie De Groof","Belgium","Hockey","Hockey Women's Hockey"
2012,"Robyn de Groot","South Africa","Cycling","Cycling Women's Road Race, Individual"
2012,"Sytske Louise de Groot","Netherlands","Rowing","Rowing Women's Coxed Eights"
2012,"Annemiek Nicolien de Haan","Netherlands","Rowing","Rowing Women's Coxed Eights"
2012,"Shaun de Jager","South Africa","Athletics","Athletics Men's 4 x 400 metres Relay"
2012,"Robenlson Vieira de Jesus","Brazil","Boxing","Boxing Men's Bantamweight"
2012,"Rachelle De Jong-Viinberg","Canada","Rowing","Rowing Women's Coxed Eights"
2012,"Mark de Jonge","Canada","Canoeing","Canoeing Men's Kayak Singles, 200 metres"
2012,"Kenny De Ketele","Belgium","Cycling","Cycling Men's Team Pursuit, 4,000 metres"
2012,"Bethania de la Cruz de Pea","Dominican Republic","Volleyball","Volleyball Women's Volleyball"
2012,"Juan Mara de la Fuente","Argentina","Sailing","Sailing Men's Two Person Dinghy"
2012,"Jos Kelvin de la Nieve Linares","Spain","Boxing","Boxing Men's Light-Flyweight"
2012,"Gustavo Augusto Roxo de Lima","Portugal","Sailing","Sailing Men's One Person Dinghy"
2012,"Jailma Sales de Lima","Brazil","Athletics","Athletics Women's 400 metres Hurdles"
2012,"Jailma Sales de Lima","Brazil","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Marco De Luca","Italy","Athletics","Athletics Men's 50 kilometres Walk"
2012,"Riccardo De Luca","Italy","Modern Pentathlon","Modern Pentathlon Men's Individual"
2012,"Enrico De Maria","Switzerland","Sailing","Sailing Men's Two Person Keelboat"
2012,"Andressa Oliveira de Morais","Brazil","Athletics","Athletics Women's Discus Throw"
2012,"Marco Alessandro De Nicolo","Italy","Shooting","Shooting Men's Air Rifle, 10 metres"
2012,"Marco Alessandro De Nicolo","Italy","Shooting","Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Marco Alessandro De Nicolo","Italy","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres"
2012,"Teun Floris de Nooijer","Netherlands","Hockey","Hockey Men's Hockey"
2012,"Daynara Lopes Ferreira de Paula","Brazil","Swimming","Swimming Women's 100 metres Freestyle"
2012,"Daynara Lopes Ferreira de Paula","Brazil","Swimming","Swimming Women's 100 metres Butterfly"
2012,"Alexandre De Saedeleer","Belgium","Hockey","Hockey Men's Hockey"
2012,"Manuel De Vecchi","Italy","Cycling","Cycling Men's BMX"
2012,"Moira De Villiers","New Zealand","Judo","Judo Women's Middleweight"
2012,"Liesbet De Vocht","Belgium","Cycling","Cycling Women's Road Race, Individual"
2012,"Liesbet De Vocht","Belgium","Cycling","Cycling Women's Individual Time Trial"
2012,"Bob de Voogd","Netherlands","Hockey","Hockey Men's Hockey"
2012,"Charlotte De Vos","Belgium","Hockey","Hockey Women's Hockey"
2012,"Sander Sebastiaan de Wijn","Netherlands","Hockey","Hockey Men's Hockey"
2012,"Reginald de Windt","Individual Olympic Athletes","Judo","Judo Men's Half-Middleweight"
2012,"Liam Andrew De Young","Australia","Hockey","Hockey Men's Hockey"
2012,"Matthias de Zordo","Germany","Athletics","Athletics Men's Javelin Throw"
2012,"Marcell Dek Nagy","Hungary","Athletics","Athletics Men's 400 metres"
2012,"Mihly Dek-Brdos","Hungary","Wrestling","Wrestling Men's Super-Heavyweight, Greco-Roman"
2012,"Nathan Douglas Deakes","Australia","Athletics","Athletics Men's 50 kilometres Walk"
2012,"Roderick Genki Dean","Japan","Athletics","Athletics Men's Javelin Throw"
2012,"William ""Will"" Dean","Canada","Rowing","Rowing Men's Coxless Fours"
2012,"Timothy Deavin","Australia","Hockey","Hockey Men's Hockey"
2012,"Rajmond Debevec","Slovenia","Shooting","Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
2012,"Rajmond Debevec","Slovenia","Shooting","Shooting Men's Small-Bore Rifle, Prone, 50 metres"
2012,"Lucie Dcosse","France","Judo","Judo Women's Middleweight"
2012,"Oskar Deecke","Germany","Hockey","Hockey Men's Hockey"
2012,"Lisa-Marie Deetlefs","South Africa","Hockey","Hockey Women's Hockey"
2012,"Meseret Defar Tola","Ethiopia","Athletics","Athletics Women's 5,000 metres"
2012,"John Degenkolb","Germany","Cycling","Cycling Men's Road Race, Individual"
2012,"Adrien Deghelt","Belgium","Athletics","Athletics Men's 110 metres Hurdles"
2012,"Yegor Andreyevich Degtyaryov","Russia","Swimming","Swimming Men's 400 metres Freestyle"
2012,"Zahra Dehghan Abnavi","Iran","Archery","Archery Women's Individual"
2012,"Markus Deibler","Germany","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay"
2012,"Markus Deibler","Germany","Swimming","Swimming Men's 200 metres Individual Medley"
2012,"Markus Deibler","Germany","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Steffen Deibler","Germany","Swimming","Swimming Men's 100 metres Butterfly"
2012,"Steffen Deibler","Germany","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Jrme Dekeyser","Belgium","Hockey","Hockey Men's Hockey"
2012,"Inge Dekker","Netherlands","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay"
2012,"Inge Dekker","Netherlands","Swimming","Swimming Women's 100 metres Butterfly"
2012,"Inge Dekker","Netherlands","Swimming","Swimming Women's 4 x 100 metres Medley Relay"
2012,"Dieter Dekoninck","Belgium","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay"
2012,"Dieter Dekoninck","Belgium","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay"
2012,"Tatyana Valeryevna Dektyareva","Russia","Athletics","Athletics Women's 100 metres Hurdles"
2012,"Bianca Del Carretto","Italy","Fencing","Fencing Women's epee, Individual"
2012,"Bianca Del Carretto","Italy","Fencing","Fencing Women's epee, Team"
2012,"Antonella Del Core","Italy","Volleyball","Volleyball Women's Volleyball"
2012,"Juan Martn del Potro","Argentina","Tennis","Tennis Men's Singles"
2012,"Juan Martn del Potro","Argentina","Tennis","Tennis Mixed Doubles"
2012,"Matas Andrs del Solar Goldsmith","Chile","Sailing","Sailing Men's One Person Dinghy"
2012,"Evangelos Ioannis ""Vangelis"" Delakas","Greece","Water Polo","Water Polo Men's Water Polo"
2012,"Miguel Delas de Andrs","Spain","Hockey","Hockey Men's Hockey"
2012,"Marie Claire Delattre-Demory","France","Canoeing","Canoeing Women's Kayak Fours, 500 metres"
2012,"Stany Delayre","France","Rowing","Rowing Men's Lightweight Double Sculls"
2012,"Simon Delestre","France","Equestrianism","Equestrianism Mixed Jumping, Individual"
2012,"Simon Delestre","France","Equestrianism","Equestrianism Mixed Jumping, Team"
2012,"Carlos Francisco Delfino","Argentina","Basketball","Basketball Men's Basketball"
2012,"Blanca Isabel Delgado Plancarte","Mexico","Synchronized Swimming","Synchronized Swimming Women's Duet"
2012,"Marlo Delgado Suarez","Ecuador","Boxing","Boxing Men's Middleweight"
2012,"Marie-Laure Delie","France","Football","Football Women's Football"
2012,"Nikolaos Deligiannis","Greece","Water Polo","Water Polo Men's Water Polo"
2012,"Natalie Dell","United States","Rowing","Rowing Women's Quadruple Sculls"
2012,"Francesco Dell'Uomo","Italy","Diving","Diving Men's Platform"
2012,"Casey Dellacqua","Australia-2","Tennis","Tennis Women's Doubles"
2012,"Matthew ""Matt"" Dellavedova","Australia","Basketball","Basketball Men's Basketball"
2012,"Moana Delle","Germany","Sailing","Sailing Women's Windsurfer"
2012,"Nico Luca Marc Delle Karth","Austria","Sailing","Sailing Men's Skiff"
2012,"Hlne Delme","Belgium","Hockey","Hockey Women's Hockey"
2012,"Cynthia ""Janay"" DeLoach (-Soukup)","United States","Athletics","Athletics Women's Long Jump"
2012,"Nicholas ""Nick"" Delpopolo","United States","Judo","Judo Men's Lightweight"
2012,"Dmytro Oleksiyovych Dem'ianiuk","Ukraine","Athletics","Athletics Men's High Jump"
2012,"Andrey Yuryevich Demanov","Russia","Weightlifting","Weightlifting Men's Middle-Heavyweight"
2012,"Arnaud Demare","France","Cycling","Cycling Men's Road Race, Individual"
2012,"Moussa Dembele","Senegal","Athletics","Athletics Men's 110 metres Hurdles"
2012,"Siraba Dembl","France","Handball","Handball Women's Handball"
2012,"Dirk Demeersman","Belgium","Equestrianism","Equestrianism Mixed Jumping, Individual"
2012,"Dirk Demeersman","Belgium","Equestrianism","Equestrianism Mixed Jumping, Team"
2012,"Yana Mykhailivna Dementieva","Ukraine","Rowing","Rowing Women's Quadruple Sculls"
2012,"Oksana Yevgenyevna Demidova","Belarus","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay"
2012,"Jeffery ""Jeff"" Demps","United States","Athletics","Athletics Men's 4 x 100 metres Relay"
2012,"Nicholas Charles ""Nick"" Dempsey","Great Britain","Sailing","Sailing Men's Windsurfer"
2012,"Lashinda Monique Demus","United States","Athletics","Athletics Women's 400 metres Hurdles"
2012,"Valentin Demyanenko","Azerbaijan","Canoeing","Canoeing Men's Canadian Singles, 200 metres"
2012,"Hanna Demydova","Ukraine","Athletics","Athletics Women's Triple Jump"
2012,"Kouami Sacha Denanyoh","Togo","Judo","Judo Men's Half-Middleweight"
2012,"Felix Denayer","Belgium","Hockey","Hockey Men's Hockey"
2012,"Deng Daokun","China","Sailing","Sailing Men's Two Person Dinghy"
2012,"Deng Linlin","China","Gymnastics","Gymnastics Women's Individual All-Around"
2012,"Deng Linlin","China","Gymnastics","Gymnastics Women's Team All-Around"
2012,"Deng Linlin","China","Gymnastics","Gymnastics Women's Floor Exercise"
2012,"Deng Linlin","China","Gymnastics","Gymnastics Women's Uneven Bars"
2012,"Deng Linlin","China","Gymnastics","Gymnastics Women's Balance Beam"
2012,"Luol Ajou Deng","Great Britain","Basketball","Basketball Men's Basketball"
2012,"Deng Senyue","China","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Individual"
2012,"Deni","Indonesia","Weightlifting","Weightlifting Men's Lightweight"
2012,"Aleksey Alekseyevich Denisenko","Russia","Taekwondo","Taekwondo Men's Flyweight"
2012,"Kirill Georgiyevich Denisov","Russia","Judo","Judo Men's Middleweight"
2012,"Joel Dennerley","Australia","Water Polo","Water Polo Men's Water Polo"
2012,"Rohan Dennis","Australia","Cycling","Cycling Men's Team Pursuit, 4,000 metres"
2012,"Kate Dennison (-Rooney)","Great Britain","Athletics","Athletics Women's Pole Vault"
2012,"Erin Densham","Australia","Triathlon","Triathlon Women's Olympic Distance"
2012,"Martin Dent","Australia","Athletics","Athletics Men's Marathon"
2012,"Deonise Fachinello Cavaleiro","Brazil","Handball","Handball Women's Handball"
2012,"Aleksey Viktorovich Dergunov","Kazakhstan","Canoeing","Canoeing Men's Kayak Doubles, 200 metres"
2012,"Aleksey Viktorovich Dergunov","Kazakhstan","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres"
2012,"Inna Vasilyevna Deriglazova","Russia","Fencing","Fencing Women's Foil, Individual"
2012,"Inna Vasilyevna Deriglazova","Russia","Fencing","Fencing Women's Foil, Team"
2012,"Audrey Deroin","France","Handball","Handball Women's Handball"
2012,"Betlhem Desalegn Belayneh","United Arab Emirates","Athletics","Athletics Women's 1,500 metres"
2012,"Oreidis Despaigne Terry","Cuba","Judo","Judo Men's Half-Heavyweight"
2012,"Robelis Despaigne Sanquet","Cuba","Taekwondo","Taekwondo Men's Heavyweight"
2012,"Alexandre Despatie","Canada","Diving","Diving Men's Springboard"
2012,"Alexandre Despatie","Canada","Diving","Diving Men's Synchronized Springboard"
2012,"Damien Desprat Lerale","Monaco","Sailing","Sailing Men's One Person Dinghy"
2012,"Linouse Desravine","Haiti","Judo","Judo Women's Half-Lightweight"
2012,"Bereket Desta Gebretsadik","Ethiopia","Athletics","Athletics Men's 400 metres"
2012,"Itte Detenamo","Nauru","Weightlifting","Weightlifting Men's Super-Heavyweight"
2012,"Dina Detre","Hungary","Sailing","Sailing Women's Windsurfer"
2012,"Gabriele Detti","Italy","Swimming","Swimming Men's 1,500 metres Freestyle"
2012,"Laishram Bombayla Devi","India","Archery","Archery Women's Individual"
2012,"Laishram Bombayla Devi","India","Archery","Archery Women's Team"
2012,"Somdev Kishore Devvarman","India","Tennis","Tennis Men's Singles"
2012,"Darya Sergeyevna Deyeva","Russia","Swimming","Swimming Women's 100 metres Breaststroke"
2012,"Timofey Aleksandrovich Deynichenko","Belarus","Wrestling","Wrestling Men's Heavyweight, Greco-Roman"
2012,"Radoje eri","Serbia","Rowing","Rowing Men's Coxless Fours"
2012,"Ivana erisilo (Stankovi-)","Serbia","Volleyball","Volleyball Women's Volleyball"
2012,"Aisling D'Hooghe","Belgium","Hockey","Hockey Women's Hockey"
2012,"Jolien D'hoore","Belgium","Cycling","Cycling Women's Omnium"
2012,"Shreya Dhital","Nepal","Swimming","Swimming Women's 100 metres Freestyle"
2012,"Marco di Carli","Germany","Swimming","Swimming Men's 100 metres Freestyle"
2012,"Marco di Carli","Germany","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay"
2012,"Marco di Carli","Germany","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Elisa Di Francisca","Italy","Fencing","Fencing Women's Foil, Individual"
2012,"Elisa Di Francisca","Italy","Fencing","Fencing Women's Foil, Team"
2012,"Alex Di Giorgio","Italy","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay"
2012,"Tania Di Mario","Italy","Water Polo","Water Polo Women's Water Polo"
2012,"Daniele Di Spigno","Italy","Shooting","Shooting Men's Double Trap"
2012,"Mirco Ametrano Di Tora","Italy","Swimming","Swimming Men's 100 metres Backstroke"
2012,"Mirco Ametrano Di Tora","Italy","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Nicolae Virgil Diaconu","Romania","Water Polo","Water Polo Men's Water Polo"
2012,"Mohamed Diam","Senegal","Football","Football Men's Football"
2012,"Michael Constantine Diamond (Diamondopoulous-)","Australia","Shooting","Shooting Men's Trap"
2012,"Natlie Dianov","Czech Republic","Modern Pentathlon","Modern Pentathlon Women's Individual"
2012,"Boris Babacar Diaw-Riffiod","France","Basketball","Basketball Men's Basketball"
2012,"Yakhouba Diawara","France","Basketball","Basketball Men's Basketball"
2012,"Hidilyn Diaz","Philippines","Weightlifting","Weightlifting Women's Lightweight"
2012,"Jos Daniel Daz Robertti","Venezuela","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle"
2012,"Rodrigo Daz","Colombia","Equestrianism","Equestrianism Mixed Jumping, Individual"
2012,"Joseph Pedroza Diaz, Jr.","United States","Boxing","Boxing Men's Bantamweight"
2012,"Genzebe Dibaba Keneni","Ethiopia","Athletics","Athletics Women's 1,500 metres"
2012,"Mare Dibaba Hurssa (-Ibrahimova-)","Ethiopia","Athletics","Athletics Women's Marathon"
2012,"Tirunesh Dibaba Keneni","Ethiopia","Athletics","Athletics Women's 5,000 metres"
2012,"Tirunesh Dibaba Keneni","Ethiopia","Athletics","Athletics Women's 10,000 metres"
2012,"Andrew Adibo Dick","Nigeria","Wrestling","Wrestling Men's Light-Heavyweight, Freestyle"
2012,"Andrew Scott Dickens","Canada","Swimming","Swimming Men's 100 metres Breaststroke"
2012,"Andrew Scott Dickens","Canada","Swimming","Swimming Men's 200 metres Breaststroke"
2012,"Andrew Scott Dickens","Canada","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Arnie Bradley W. Dickins","Australia","Judo","Judo Men's Extra-Lightweight"
2012,"Laurent Didier","Luxembourg","Cycling","Cycling Men's Road Race, Individual"
2012,"Oleksandr Ihorovych Didukh","Ukraine","Table Tennis","Table Tennis Men's Singles"
2012,"Katja Dieckow","Germany","Diving","Diving Women's Springboard"
2012,"Bineta Didhiou","Senegal","Taekwondo","Taekwondo Women's Featherweight"
2012,"Hortence Didhiou","Senegal","Judo","Judo Women's Lightweight"
2012,"Ifeoma Nnenna Dieke","Great Britain","Football","Football Women's Football"
2012,"Nathalie Dielen","Switzerland","Archery","Archery Women's Individual"
2012,"Heidi Diethelm Gerber","Switzerland","Shooting","Shooting Women's Air Pistol, 10 metres"
2012,"Heidi Diethelm Gerber","Switzerland","Shooting","Shooting Women's Sporting Pistol, 25 metres"
2012,"Tina Dietze","Germany","Canoeing","Canoeing Women's Kayak Doubles, 500 metres"
2012,"Tina Dietze","Germany","Canoeing","Canoeing Women's Kayak Fours, 500 metres"
2012,"Jennifer Digbeu (-Gadiou)","France","Basketball","Basketball Women's Basketball"
2012,"Valiyaveetil Diju","India","Badminton","Badminton Mixed Doubles"
2012,"Yusuf Dike","Turkey","Shooting","Shooting Men's Air Pistol, 10 metres"
2012,"Yusuf Dike","Turkey","Shooting","Shooting Men's Free Pistol, 50 metres"
2012,"Askhat Rakhatovich Dilmukhamedov","Kazakhstan","Wrestling","Wrestling Men's Middleweight, Greco-Roman"
2012,"Stefanos Dimitriadis","Greece","Swimming","Swimming Men's 100 metres Butterfly"
2012,"Stefanos Dimitriadis","Greece","Swimming","Swimming Men's 200 metres Butterfly"
2012,"Dobromir Dimitrov Dimitrov","Bulgaria","Volleyball","Volleyball Men's Volleyball"
2012,"Grigor Dimitrov Dimitrov","Bulgaria","Tennis","Tennis Men's Singles"
2012,"Dionisis Dimou","Greece","Sailing","Sailing Men's Skiff"
2012,"Didier Dominique Dinart","France","Handball","Handball Men's Handball"
2012,"Muller Dinda Kambambela","Gabon","Football","Football Men's Football"
2012,"Ding Feng","China","Shooting","Shooting Men's Rapid-Fire Pistol, 25 metres"
2012,"Ding Jinhui","China","Basketball","Basketball Men's Basketball"
2012,"Ding Ning","China","Table Tennis","Table Tennis Women's Singles"
2012,"Ding Ning","China","Table Tennis","Table Tennis Women's Team"
2012,"Yohann Diniz","France","Athletics","Athletics Men's 50 kilometres Walk"
2012,"Luciana Diniz-Knippling","Portugal","Equestrianism","Equestrianism Mixed Jumping, Individual"
2012,"Loredana Dinu (Iordchioiu-)","Romania","Fencing","Fencing Women's epee, Team"
2012,"Ikechukwu Somtochukwu ""Ike"" Diogu","Nigeria","Basketball","Basketball Men's Basketball"
2012,"Nuria Lidn Diosdado Garca","Mexico","Synchronized Swimming","Synchronized Swimming Women's Duet"
2012,"Carlien Clemens Dirkse van den Heuvel","Netherlands","Hockey","Hockey Women's Hockey"
2012,"Etenesh Diro Neda","Ethiopia","Athletics","Athletics Women's 3,000 metres Steeplechase"
2012,"Wiam Dislam","Morocco","Taekwondo","Taekwondo Women's Heavyweight"
2012,"James Disney-May","Great Britain","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay"
2012,"Constantina Di-Tomescu","Romania","Athletics","Athletics Women's Marathon"
2012,"Anja Dittmer","Germany","Triathlon","Triathlon Women's Olympic Distance"
2012,"Erica Dittmer Kane","Mexico","Swimming","Swimming Women's 200 metres Individual Medley"
2012,"Nina Dittrich","Austria","Swimming","Swimming Women's 800 metres Freestyle"
2012,"Diamond Brittany Dixon","United States","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Tervel Ivaylov Dlagnev","United States","Wrestling","Wrestling Men's Super-Heavyweight, Freestyle"
2012,"Amanda Sinegugu Dlamini","South Africa","Football","Football Women's Football"
2012,"Denis Sergeyevich Dmitriyev","Russia","Cycling","Cycling Men's Sprint"
2012,"Denis Sergeyevich Dmitriyev","Russia","Cycling","Cycling Men's Team Sprint"
2012,"Darya Andreyevna Dmitriyeva","Russia","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Individual"
2012,"Olena Mykolavna Dmytrash","Ukraine","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group"
2012,"Ruslan Hryhorovych Dmytrenko","Ukraine","Athletics","Athletics Men's 20 kilometres Walk"
2012,"Tommaso D'Orsogna","Australia","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay"
2012,"Tommaso D'Orsogna","Australia","Swimming","Swimming Men's 4 x 100 metres Medley Relay"
2012,"Lisa Jane Dobriskey (Soos-)","Great Britain","Athletics","Athletics Women's 1,500 metres"
2012,"Rafa Dobrowolski","Poland","Archery","Archery Men's Individual"
2012,"Nataliya Volodymyrivna Dobrynska","Ukraine","Athletics","Athletics Women's Heptathlon"
2012,"Nika Dobud","Croatia","Water Polo","Water Polo Men's Water Polo"
2012,"Mathieu Doby","Belgium","Canoeing","Canoeing Men's Kayak Singles, Slalom"
2012,"Bevan John Docherty","New Zealand","Triathlon","Triathlon Men's Olympic Distance"
2012,"Alvaro Affonso ""Doda"" de Miranda Neto","Brazil","Equestrianism","Equestrianism Mixed Jumping, Individual"
2012,"Alvaro Affonso ""Doda"" de Miranda Neto","Brazil","Equestrianism","Equestrianism Mixed Jumping, Team"
2012,"Dalibor Doder","Sweden","Handball","Handball Men's Handball"
2012,"Ivan Dodig","Croatia","Tennis","Tennis Men's Singles"
2012,"Ivan Dodig","Croatia","Tennis","Tennis Men's Doubles"
2012,"Bahar Doan","Turkey","Athletics","Athletics Women's Marathon"
2012,"Isaac Dogboe","Ghana","Boxing","Boxing Men's Bantamweight"
2012,"Anna Aleksandre Dogonadze-Lilkendey","Germany","Trampolining","Trampolining Women's Individual"
2012,"John-John Dohmen","Belgium","Hockey","Hockey Men's Hockey"
2012,"Anna Doi","Japan","Athletics","Athletics Women's 4 x 100 metres Relay"
2012,"Manami Doi","Japan","Sailing","Sailing Women's One Person Dinghy"
2012,"Eleni Doika","Greece","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group"
2012,"Dieudonne Dolassem","Cameroon","Judo","Judo Men's Middleweight"
2012,"Mikhail Viktorovich Dolgolevets","Belarus","Boxing","Boxing Men's Light-Heavyweight"
2012,"Yury Viktorovich Dolgopolov","Belarus","Shooting","Shooting Men's Air Pistol, 10 metres"
2012,"Tiberiu Alexandru Dolniceanu","Romania","Fencing","Fencing Men's Sabre, Individual"
2012,"Tiberiu Alexandru Dolniceanu","Romania","Fencing","Fencing Men's Sabre, Team"
2012,"Burcu Dolunay","Turkey","Swimming","Swimming Women's 50 metres Freestyle"
2012,"Burcu Dolunay","Turkey","Swimming","Swimming Women's 100 metres Freestyle"
2012,"Rudolf Dombi","Hungary","Canoeing","Canoeing Men's Kayak Doubles, 1,000 metres"
2012,"Afonso Manuel Costa Gaspar da Silva Domingos","Portugal","Sailing","Sailing Men's Two Person Keelboat"
2012,"lvaro Domnguez Soto","Spain","Football","Football Men's Football"
2012,"Marta Domnguez Azpeleta","Spain","Athletics","Athletics Women's 3,000 metres Steeplechase"
2012,"Yoslaine Domnguez Cedeo","Cuba","Rowing","Rowing Women's Lightweight Double Sculls"
2012,"Yulieth Paola Domnguez Ochoa","Colombia","Football","Football Women's Football"
2012,"Tamika Skye Domrow","Australia","Synchronized Swimming","Synchronized Swimming Women's Team"
2012,"Jake Donaghey","Australia","Canoeing","Canoeing Men's Canadian Singles, 1,000 metres"
2012,"Jake Donaghey","Australia","Canoeing","Canoeing Men's Canadian Doubles, 1,000 metres"
2012,"Claire Christine Donahue","United States","Swimming","Swimming Women's 100 metres Butterfly"
2012,"Claire Christine Donahue","United States","Swimming","Swimming Women's 4 x 100 metres Medley Relay"
2012,"Fabrizio Donato","Italy","Athletics","Athletics Men's Triple Jump"
2012,"Karin Donckers","Belgium","Equestrianism","Equestrianism Mixed Three-Day Event, Individual"
2012,"Karin Donckers","Belgium","Equestrianism","Equestrianism Mixed Three-Day Event, Team"
2012,"Nazl ala Dnerta","Turkey","Sailing","Sailing Women's One Person Dinghy"
2012,"Dong Bin","China","Athletics","Athletics Men's Triple Jump"
2012,"Dong Cheng","China","Boxing","Boxing Women's Lightweight"
2012,"Dong Dong","China","Trampolining","Trampolining Men's Individual"
2012,"Dong Guojian","China","Athletics","Athletics Men's Marathon"
2012,"Rubens Valeriano Donizete","Brazil","Cycling","Cycling Men's Mountainbike, Cross-Country"
2012,"Ulyana Vyacheslavovna Donskova","Russia","Rhythmic Gymnastics","Rhythmic Gymnastics Women's Group"
2012,"Clemens Doppler","Austria","Beach Volleyball","Beach Volleyball Men's Beach Volleyball"
2012,"Munkhbayar Dorjsuren","Germany","Shooting","Shooting Women's Air Pistol, 10 metres"
2012,"Munkhbayar Dorjsuren","Germany","Shooting","Shooting Women's Sporting Pistol, 25 metres"
2012,"Dorjsurengiin Sumiya","Mongolia","Judo","Judo Women's Lightweight"
2012,"Irina Dorneanu","Romania","Rowing","Rowing Women's Coxed Eights"
2012,"Tetiana Mykolavna Dorokhova","Ukraine","Archery","Archery Women's Individual"
2012,"Tetiana Mykolavna Dorokhova","Ukraine","Archery","Archery Women's Team"
2012,"Marharyta Serhivna Dorozhon","Ukraine","Athletics","Athletics Women's Javelin Throw"
2012,"Aline Leone dos Santos","Brazil","Athletics","Athletics Women's 4 x 400 metres Relay"
2012,"Clarissa Cristina dos Santos","Brazil","Basketball","Basketball Women's Basketball"
2012,"Daiane Garcia dos Santos","Brazil","Gymnastics","Gymnastics Women's Team All-Around"
2012,"Daiane Garcia dos Santos","Brazil","Gymnastics","Gymnastics Women's Floor Exercise"
2012,"Daiane Garcia dos Santos","Brazil","Gymnastics","Gymnastics Women's Uneven Bars"
2012,"Evelyn Carolina de Oliveira dos Santos","Brazil","Athletics","Athletics Women's 200 metres"
2012,"Evelyn Carolina de Oliveira dos Santos","Brazil","Athletics","Athletics Women's 4 x 100 metres Relay"
2012,"Giovani dos Santos Ramrez","Mexico","Football","Football Men's Football"
